Station,Parameter,Timestamp,Value
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,1.20000004768
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,3.40000009537
Nayabazar - Namsaling,Rainfall,,2.79999995232
Nayabazar - Namsaling,Rainfall,,0.600000023842
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.40000000596
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.40000000596
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.40000000596
Nayabazar - Namsaling,Rainfall,,1.80000007153
Nayabazar - Namsaling,Rainfall,,2.60000014305
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.0
Nayabazar - Namsaling,Rainfall,,0.40000000596
Nayabazar - Namsaling,Rainfall,,0.600000023842
Nayabazar - Namsaling,Rainfall,,0.20000000298
Nayabazar - Namsaling,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.800000011921
Sandakpur - Valley,Rainfall,,6.40000009537
Sandakpur - Valley,Rainfall,,0.40000000596
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,2.20000004768
Sandakpur - Valley,Rainfall,,2.60000014305
Sandakpur - Valley,Rainfall,,0.600000023842
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.600000023842
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,1.20000004768
Sandakpur - Valley,Rainfall,,2.60000014305
Sandakpur - Valley,Rainfall,,0.40000000596
Sandakpur - Valley,Rainfall,,0.800000011921
Sandakpur - Valley,Rainfall,,1.39999997616
Sandakpur - Valley,Rainfall,,0.600000023842
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.40000000596
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.600000023842
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,8.80000019073
Sandakpur - Valley,Rainfall,,0.600000023842
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,1.0
Sandakpur - Valley,Rainfall,,0.40000000596
Sandakpur - Valley,Rainfall,,0.0
Sandakpur - Valley,Rainfall,,0.20000000298
Sandakpur - Valley,Rainfall,,0.40000000596
Sandakpur - Valley,Rainfall,,0.20000000298
